CAD Event Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,District/Sector,Census Tract,Longitude,Latitude,Officers at Scene
16000105783,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 11:24:00,Q,6700.4034,-122.34352,47.630585,0
16000105732,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 11:15:00,M,8100.2011,-122.33522,47.609455,3
16000105709,50,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,2016-03-27 11:17:00,U,4200.2007,-122.28151,47.672146,1
16000105784,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-27 11:26:00,H,8100.301,-122.34216,47.608173,2
16000105745,71,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,2016-03-27 11:29:00,N,401.1008,-122.34773,47.728226,1
16000105737,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 11:25:00,S,11800.1017,-122.261,47.525616,4
16000105697,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 11:26:00,H,10900.2088,-122.31611,47.547974,1
16000105692,64,SHOPLIFT,THEFT,SHOPLIFTING,2016-03-27 11:21:00,H,5301.2003,-122.31473,47.664913,1
16000105791,350,HAZARDS,HAZARDS,HAZARDS,2016-03-27 11:42:00,H,5801.2005,-122.39156,47.648647,1
16000105767,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 11:32:00,B,5000.1036,-122.34185,47.662865,2
16000105743,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 11:37:00,C,6500.2008,-122.325325,47.626476,3
16000105696,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 11:43:00,M,8200.101,-122.332245,47.612072,3
16000105686,51,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,2016-03-27 11:31:00,H,7402.3001,-122.32785,47.619038,2
16000105617,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,2016-03-27 11:40:00,B,5400.3027,-122.34338,47.649532,2
16000105773,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-27 11:41:00,E,7500.3005,-122.320915,47.62256,1
16000105761,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 11:48:00,H,7100.1003,-122.362976,47.62237,1
16000105759,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 11:50:00,K,9200.2028,-122.33081,47.600464,3
16000105742,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,2016-03-27 11:45:00,E,8500.2001,-122.322395,47.608017,3
16000105795,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 11:59:00,S,11001.1006,-122.28879,47.541103,1
16000105760,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 11:54:00,B,3200.3007,-122.3915,47.668663,4
16000105750,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 11:59:00,H,8001.2004,-122.34716,47.613758,1
16000105741,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 11:53:00,B,3200.2002,-122.38886,47.67455,2
16000105721,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 11:54:00,M,8100.3005,-122.34047,47.609318,3
16000105616,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 11:54:00,B,5400.3026,-122.34275,47.64898,0
16000105611,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 11:59:00,B,4700.4012,-122.38395,47.667046,2
16000105798,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 12:08:00,Q,6900.2018,-122.37008,47.631115,0
16000105785,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 12:06:00,K,9200.2028,-122.33081,47.600464,1
16000105739,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-27 12:09:00,D,7200.107,-122.341736,47.619717,4
16000105804,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-27 12:19:00,M,8100.2,-122.33732,47.61132,1
16000105802,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 12:13:00,G,8700.1004,-122.30892,47.60978,4
16000105799,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 12:27:00,H,8100.1015,-122.33943,47.60483,1
16000105747,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 12:15:00,U,4400.2014,-122.31577,47.671898,1
16000105830,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 12:32:00,B,4700.5013,-122.38395,47.667046,2
16000105777,186,"NARCOTICS, DRUG TRAFFIC LOITERING",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,2016-03-27 12:24:00,H,1300.3016,-122.34732,47.699173,2
16000105753,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 12:25:00,O,9300.303,-122.334206,47.575577,3
16000105749,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 12:28:00,Q,5801.1001,-122.38599,47.653065,1
16000105748,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 12:20:00,H,9800.4003,-122.38677,47.56928,2
16000105573,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,2016-03-27 12:21:00,E,7500.4023,-122.32031,47.611355,1
16000105824,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 12:44:00,K,9200.1007,-122.32766,47.600452,3
16000105822,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 12:38:00,S,11102.3003,-122.26999,47.532623,0
16000105818,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 12:36:00,Q,5801.2008,-122.389755,47.649403,1
16000105796,203,ALACAD - RESIDENTIAL PANIC (FALSE),PANIC ALACAD (FALSE),FALSE ALACAD,2016-03-27 12:33:00,C,6300.3006,-122.28289,47.639034,2
16000105707,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 12:37:00,R,10002.202,-122.30952,47.576073,1
16000105847,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-27 12:48:00,K,8100.1036,-122.334175,47.60215,1
16000105843,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 12:54:00,H,8100.2015,-122.33835,47.609516,1
16000105800,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-27 12:47:00,K,8100.1039,-122.3364,47.602657,0
16000105839,160,PROWLER,PROWLER,PROWLER,2016-03-27 12:52:00,R,10200.4027,-122.271286,47.551895,2
16000105835,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 13:00:00,N,402.2004,-122.34494,47.71957,1
16000105807,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 13:00:00,S,11102.2002,-122.27567,47.545788,4
16000105764,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,2016-03-27 12:59:00,C,7500.1009,-122.31432,47.62054,1
16000105728,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-27 12:54:00,N,600.3016,-122.34347,47.712315,3
16000105816,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 13:06:00,D,8001.2007,-122.34742,47.615086,3
16000105815,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 13:09:00,W,9900.4103,-122.34984,47.57101,3
16000105792,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 13:09:00,B,4900.4014,-122.35446,47.65775,0
16000105771,31,STRONG ARM ROBBERY,ROBBERY,ROBBERY,2016-03-27 13:06:00,N,402.2007,-122.344894,47.717175,3
16000105864,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 13:16:00,O,10900.2032,-122.32896,47.55414,3
16000105857,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 13:12:00,U,2500.1028,-122.304016,47.683952,1
16000105841,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 13:14:00,G,8700.1006,-122.31153,47.60979,1
16000105820,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-27 13:14:00,B,5400.3003,-122.34263,47.65162,3
16000105779,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 13:16:00,B,5100.2026,-122.33024,47.656128,1
16000105879,188,MARIJUANA PUBLIC USE (NOT DISPENSARY),NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,2016-03-27 13:23:00,K,8100.2043,-122.331085,47.602413,3
16000105869,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 13:22:00,D,8001.3024,-122.354225,47.615585,1
16000105868,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-27 13:28:00,B,4800.3016,-122.36394,47.65693,2
16000105687,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 13:22:00,N,1300.3011,-122.34329,47.70052,1
16000105883,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-27 13:42:00,G,9000.1007,-122.30224,47.59928,1
16000105865,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 13:39:00,H,11700.1,-122.27809,47.53063,2
16000105834,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 13:30:00,K,8100.2038,-122.333694,47.605267,1
16000105812,71,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,2016-03-27 13:37:00,F,11401.1002,-122.3645,47.5337,3
16000105850,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 13:46:00,L,1200.1006,-122.31786,47.70939,1
16000105823,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,2016-03-27 13:45:00,K,9300.2016,-122.33158,47.598286,0
16000105891,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 13:57:00,H,9000.2006,-122.31416,47.60169,0
16000105885,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 13:59:00,S,11001.1006,-122.287445,47.539097,1
16000105872,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 13:50:00,W,12100.201,-122.37223,47.503387,4
16000105765,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 13:59:00,C,8800.102,-122.29688,47.610012,3
16000105901,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 14:12:00,F,11402.2012,-122.35785,47.51828,1
16000105899,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 14:17:00,H,8100.3013,-122.342354,47.607666,3
16000105871,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,2016-03-27 14:16:00,M,8100.2,-122.33732,47.61132,0
16000105867,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 14:11:00,Q,7100.102,-122.35806,47.619022,3
16000105918,350,HAZARDS,HAZARDS,HAZARDS,2016-03-27 14:32:00,N,600.3016,-122.34482,47.71232,0
16000105908,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 14:39:00,L,200.3,-122.32349,47.73405,0
16000105897,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 14:23:00,E,7500.4,-122.3156,47.618195,0
16000105889,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 14:24:00,Q,6000.3013,-122.355545,47.64368,2
16000105881,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 14:25:00,J,1702.1011,-122.35806,47.69784,1
16000105845,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 14:20:00,H,8400.101,-122.32342,47.61353,0
16000105832,74,LICENSE PLATE THEFT OR LOSS,CAR PROWL,CAR PROWL,2016-03-27 14:22:00,B,4700.4024,-122.38349,47.66783,1
16000105821,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 14:24:00,N,600.3016,-122.34482,47.71232,2
16000105797,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 14:37:00,F,9900.2025,-122.36156,47.559685,4
16000105936,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 14:48:00,K,9200.2028,-122.33081,47.600464,0
16000105930,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,2016-03-27 15:02:00,F,10701.2014,-122.363174,47.534607,1
16000105927,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,2016-03-27 14:58:00,D,8001.1009,-122.34797,47.616577,0
16000105912,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 14:46:00,M,8100.3013,-122.34022,47.607365,2
16000105910,350,HAZARDS,HAZARDS,HAZARDS,2016-03-27 14:42:00,H,10100.5006,-122.289925,47.568882,3
16000105903,465,PEDESTRIAN VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 14:59:00,H,9400.3003,-122.30326,47.58502,1
16000105853,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 14:49:00,S,10401.3005,-122.3009,47.54822,2
16000105756,51,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,2016-03-27 15:02:00,N,1400.2015,-122.35546,47.70599,1
16000105932,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 15:14:00,F,11300.4003,-122.35506,47.529182,2
16000105923,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 15:10:00,C,7900.1006,-122.303635,47.61293,1
16000105898,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 15:17:00,S,10401.3,-122.28938,47.546547,2
16000105810,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,2016-03-27 15:13:00,N,1300.2001,-122.343346,47.705963,2
16000105963,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 15:27:00,G,9100.1004,-122.31722,47.599186,1
16000105949,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 15:34:00,L,100.5006,-122.295235,47.719276,3
16000105943,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 15:27:00,M,8100.2008,-122.3387,47.610744,0
16000105487,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 15:26:00,Q,5801.4059,-122.37622,47.65399,0
16000105948,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-27 15:34:00,C,6200.2042,-122.30461,47.645554,3
16000105934,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 15:38:00,B,3500.3006,-122.35439,47.671795,1
16000105942,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 15:41:00,H,7500.5002,-122.31955,47.620502,1
16000105939,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2016-03-27 15:44:00,B,3300.4011,-122.38759,47.6731,3
16000105933,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 15:41:00,F,10701.2011,-122.3613,47.53604,2
16000105876,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,2016-03-27 15:41:00,R,9400.4002,-122.31468,47.58504,2
16000105987,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 16:02:00,M,8100.301,-122.34364,47.610317,4
16000105979,465,PEDESTRIAN VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 15:57:00,H,10100.5034,-122.289246,47.567947,1
16000105972,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 15:57:00,S,11101.3004,-122.27767,47.533382,1
16000105947,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-27 15:59:00,L,700.3,-122.30185,47.71841,0
16000105920,371,PROPERTY - MISSING,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",2016-03-27 15:56:00,H,9000.2017,-122.315315,47.598335,0
16000105884,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 15:51:00,Q,6900.3026,-122.36494,47.62823,1
16000105882,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,2016-03-27 15:57:00,W,9900.1021,-122.370766,47.568424,2
16000105861,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 15:58:00,S,11001.3,-122.281296,47.53704,1
16000105817,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,2016-03-27 15:59:00,H,600.5011,-122.32749,47.71679,2
16000105997,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 16:08:00,G,9100.1004,-122.31722,47.599186,1
16000105996,170,"RECKLESS ENDANGERMENT, LITTERING, PARKS CODE VIOLATIONS",MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,2016-03-27 16:14:00,M,8100.2005,-122.33558,47.610676,4
16000105981,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-27 16:15:00,B,5000.1041,-122.33842,47.66213,4
16000105944,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 16:02:00,M,8100.2005,-122.33558,47.610676,1
16000105928,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 16:10:00,N,600.3007,-122.34483,47.713547,4
16000105874,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 16:00:00,G,8800.2018,-122.29263,47.60517,1
16000105844,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",2016-03-27 16:02:00,H,1400.2015,-122.35546,47.70599,1
16000106010,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 16:22:00,D,8001.4004,-122.351006,47.61486,4
16000106005,64,SHOPLIFT,THEFT,SHOPLIFTING,2016-03-27 16:14:00,G,9000.2033,-122.31344,47.596653,4
16000106004,188,MARIJUANA PUBLIC USE (NOT DISPENSARY),NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,2016-03-27 16:16:00,M,8100.3011,-122.34288,47.609814,4
16000106001,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 16:14:00,R,10200.403,-122.26904,47.553345,3
16000105988,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2016-03-27 16:14:00,R,10300.2004,-122.27787,47.55155,2
16000105976,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 16:16:00,F,11200.3014,-122.32163,47.52476,0
16000105945,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 16:22:00,H,600.3007,-122.344894,47.717175,2
16000105905,53,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,2016-03-27 16:10:00,W,10500.3004,-122.39114,47.556984,3
16000105989,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,2016-03-27 16:26:00,M,8100.2005,-122.33558,47.610676,1
16000105801,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 16:22:00,H,401.1001,-122.34779,47.733223,2
16000105998,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,2016-03-27 16:32:00,H,1200.1006,-122.31786,47.70939,1
16000105971,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 16:30:00,B,4700.2022,-122.37622,47.66538,2
16000105914,71,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,2016-03-27 16:36:00,Q,7000.301,-122.35082,47.626293,1
16000105825,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 16:37:00,D,6700.1009,-122.3421,47.637264,4
16000106027,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-27 16:49:00,M,8100.2,-122.33732,47.61132,4
16000106037,410,ABANDONED VEHICLE,PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 16:50:00,Q,5700.5002,-122.39829,47.66386,0
16000106024,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-27 16:53:00,W,9701.3011,-122.41903,47.575954,3
16000106002,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 16:54:00,F,11402.1009,-122.36454,47.52194,2
16000105970,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,2016-03-27 16:58:00,C,7800.3014,-122.28873,47.614048,2
16000106048,64,SHOPLIFT,THEFT,SHOPLIFTING,2016-03-27 17:07:00,K,9100.2009,-122.32768,47.596657,3
16000106051,410,ABANDONED VEHICLE,PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 17:11:00,N,600.1004,-122.3423,47.72551,0
16000106042,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 17:15:00,F,11402.1028,-122.36731,47.521027,2
16000106034,243,JUVENILE DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-27 17:19:00,F,11200.1024,-122.326904,47.525627,1
16000106012,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 17:15:00,R,10100.5018,-122.289925,47.568882,2
16000105950,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 17:14:00,H,8100.3013,-122.34022,47.607365,1
16000105819,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 17:19:00,D,6600.1031,-122.332466,47.627483,3
16000106060,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 17:30:00,M,8200.1004,-122.33603,47.611176,3
16000106036,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 17:28:00,G,8700.1012,-122.30632,47.608017,1
16000106028,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 17:29:00,N,1800.3011,-122.34295,47.694176,3
16000106020,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 17:21:00,W,9800.5003,-122.38805,47.574738,1
16000105983,101,"FORGERY, BAD CHECKS",FRAUD CALLS,FRAUD CALLS,2016-03-27 17:28:00,M,8200.1007,-122.33127,47.61268,3
16000105929,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,2016-03-27 17:20:00,Q,5900.1,-122.36409,47.6524,2
16000105875,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 17:29:00,Q,5900.1024,-122.3749,47.65217,1
16000106069,350,HAZARDS,HAZARDS,HAZARDS,2016-03-27 17:39:00,R,10100.5035,-122.28868,47.5659,2
16000106013,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 17:39:00,E,7500.4006,-122.31685,47.614685,0
16000106003,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 17:21:00,L,1200.1006,-122.31786,47.70939,2
